sessionID,command_id,distance,direction,anomalyScore,isAnomaly
CLI-20260723-010158,6,3.76741,-1.94647,9.32123e-05,0
CLI-20260723-010158,7,0.806296,3.13708,0.000136133,0
CLI-20260723-010158,8,2.53635,-0.090219,4.76896e-05,0
CLI-20260723-010158,9,0.926599,-0.760434,0.000162362,0
CLI-20260723-010158,10,4.48578,2.94499,5.69731e-05,0
CLI-20260723-010158,11,8.78346,0.017909,0.000218816,0
CLI-20260723-010213,2,2.82808,0.597123,0.000101942,0
CLI-20260723-010213,3,1.84231,2.45225,9.1619e-05,0
CLI-20260723-010213,4,8.7759,0.143148,0.000204039,0
CLI-20260723-010213,5,6.90137,3.13188,0.000408485,0
CLI-20260723-010213,6,3.23666,-1.47529,0.000103607,0
CLI-20260723-010213,7,2.40831,2.09698,8.94801e-05,0
CLI-20260723-010213,8,0.166955,1.99242,0.000298251,0
CLI-20260723-010213,9,1.77566,-2.46907,0.000122521,0
CLI-20260723-010213,10,3.09378,0.843442,8.11685e-05,0
CLI-20260723-010213,11,1.42986,-0.480188,0.000271034,0
CLI-20260723-010309,2,11.5782,0.861509,0.000415381,0
CLI-20260723-010309,3,0.194562,-2.66882,0.00250442,0
CLI-20260723-010309,4,8.75852,-2.21109,0.00164264,0
CLI-20260723-010309,6,6.12534,0.758139,0.000120818,0
CLI-20260723-010309,7,0.420556,1.48638,0.00013224,0
CLI-20260723-010309,8,3.37538,1.98917,9.85972e-05,0
CLI-20260723-010309,9,0.403783,-1.92812,0.000180148,0
CLI-20260723-010309,10,1.67062,-0.411148,7.20739e-05,0
CLI-20260723-010309,11,0.075285,2.67397,0.000529162,0
CLI-20260723-010325,2,11.1422,1.07209,0.000643465,0
CLI-20260723-010325,3,4.67381,-0.575584,8.10184e-05,0
CLI-20260723-010325,4,0.056069,-1.33886,0.00178712,0
CLI-20260723-010325,5,6.66029,-1.79887,0.000171978,0
CLI-20260723-010325,6,1.31769,0.097088,0.000103363,0
CLI-20260723-010325,7,3.02699,-2.98812,0.000149282,0
CLI-20260723-010325,8,2.95681,1.23373,0.000123946,0
CLI-20260723-010325,9,1.64348,-0.47032,8.10172e-05,0
CLI-20260723-010325,10,3.77551,2.18866,0.00011679,0
CLI-20260723-010325,11,3.74623,0.864952,0.000133485,0
CLI-20260723-010419,2,3.50736,1.21862,0.000210834,0
CLI-20260723-010419,3,6.14361,0.267734,0.000228028,0
CLI-20260723-010419,4,6.33115,2.54367,0.000230413,0
CLI-20260723-010419,5,3.34705,-1.76293,8.52262e-05,0
CLI-20260723-010419,6,5.07514,1.12558,9.03024e-05,0
CLI-20260723-010419,7,2.07871,-0.240656,7.64126e-05,0
CLI-20260723-010419,9,1.2745,-3.0198,0.000145368,0
CLI-20260723-010419,10,3.03044,-3.01354,0.000111992,0
CLI-20260723-010419,11,0.433892,-1.18151,0.000293467,0
CLI-20260723-010455,2,5.97998,1.35098,0.000480538,0
CLI-20260723-010455,4,1.57343,1.71205,0.000203624,0
CLI-20260723-010455,5,6.45425,-0.813227,0.00278204,0
CLI-20260723-010455,6,1.62781,2.89521,0.000108952,0
CLI-20260723-010455,7,4.08773,1.93647,0.00017403,0
CLI-20260723-010455,8,3.22119,1.87134,8.52505e-05,0
CLI-20260723-010455,9,1.44115,-1.74926,0.000135804,0
CLI-20260723-010455,10,8.74426,-0.168009,0.000396298,0
CLI-20260723-010455,11,3.80849,-2.38349,0.000125807,0
CLI-20260723-010512,2,7.28877,1.41111,0.000133505,0
CLI-20260723-010512,3,2.95206,-1.71227,0.000150812,0
CLI-20260723-010512,4,7.06748,-0.374046,0.000125313,0
CLI-20260723-010512,5,1.15753,0.813331,9.22269e-05,0
CLI-20260723-010512,8,6.66868,2.26299,0.00782823,1
CLI-20260723-010512,9,3.15643,-1.81568,0.00057392,0
CLI-20260723-010512,10,2.64851,-2.66995,9.40443e-05,0
CLI-20260723-010531,2,6.83777,1.17737,0.00025258,0
CLI-20260723-010531,3,1.11758,-2.09907,0.000344192,0
CLI-20260723-010531,4,1.90909,1.1855,0.000145222,0
CLI-20260723-010531,5,1.25261,-2.89114,0.000332016,0
CLI-20260723-010531,6,2.76326,0.536142,0.000115829,0
CLI-20260723-010531,7,1.41407,-0.955289,0.000224289,0
CLI-20260723-010531,8,4.75203,-1.1104,0.000206677,0
CLI-20260723-010531,9,5.4586,1.61128,4.60739e-05,0
CLI-20260723-010531,10,3.0932,0.309256,0.000189366,0
CLI-20260723-010531,11,10.4888,-2.37865,0.000316537,0
CLI-20260723-010550,2,10.1173,1.5708,0.00171045,0
CLI-20260723-010550,3,5.48992,1.5708,0.000173057,0
CLI-20260723-010550,4,14.8006,1.5708,0.0616428,1
CLI-20260723-010550,5,17.2354,-1.5708,0.0688264,1
CLI-20260723-010550,6,11.4285,0,0.00445886,1
CLI-20260723-010550,7,1.3156,-2.35598,8.23027e-05,0
CLI-20260723-010550,8,0.745098,-1.18903,0.000124772,0
CLI-20260723-010550,10,0.141471,0.366975,0.000339763,0
CLI-20260723-010550,11,0.069603,-0.087538,0.000533677,0
CLI-20260723-010642,2,11.3065,-1.5708,400.522,1
CLI-20260723-010642,3,5.96172,1.5708,7.43511e-05,0
CLI-20260723-010642,4,7.75176,1.5708,0.00010536,0
CLI-20260723-010642,5,9.93634,-1.5708,0.000598686,0
CLI-20260723-010642,6,16.0566,0,0.00592657,1
CLI-20260723-010642,7,0.750196,2.75349,0.000233518,0
CLI-20260723-010642,9,1.40021,-0.828194,0.000238325,0
CLI-20260723-010642,11,0.87339,0.912989,0.000246633,0
CLI-20260723-010701,2,18.8219,-1.5708,1150.68,1
CLI-20260723-010701,3,19.2429,0,0.0254279,1
CLI-20260723-010701,4,11.2192,0,0.0011363,0
CLI-20260723-010701,5,19.0427,-1.5708,1180.47,1
CLI-20260723-010701,6,10.6464,3.14159,352.618,1
CLI-20260723-010701,7,0.17306,0.664075,0.000624936,0
CLI-20260723-010701,9,1.02517,-2.93444,0.616563,1
CLI-20260723-010701,10,0.609656,1.27503,0.000352635,0
CLI-20260723-010715,2,14.0745,3.14159,632.821,1
CLI-20260723-010715,3,8.39586,0,0.000308727,0
CLI-20260723-010715,4,14.2345,1.5708,0.00459177,1
CLI-20260723-010715,5,8.11985,1.5708,0.00239428,0
CLI-20260723-010715,6,15.5036,1.5708,0.00549586,1
CLI-20260723-010715,7,1.82569,-2.11957,0.000119117,0
CLI-20260723-010715,8,1.58835,-0.150606,4.98812e-05,0
CLI-20260723-010715,9,1.62461,-1.44718,0.00010297,0
CLI-20260723-010715,10,0.622196,0.950669,7.11395e-05,0
CLI-20260723-010715,11,1.96739,2.55393,9.6472e-05,0
CLI-20260723-010730,2,14.1593,3.14159,640.779,1
CLI-20260723-010730,3,10.7415,1.5708,0.00115967,0
CLI-20260723-010730,4,8.49723,0,0.000612995,0
CLI-20260723-010730,5,7.41519,-1.5708,0.000194763,0
CLI-20260723-010730,6,16.8492,-1.5708,594.335,1
CLI-20260723-010730,7,0.581786,-1.66464,1.31568,1
CLI-20260723-010730,8,1.82155,-1.64969,9.08229,1
CLI-20260723-010730,9,1.6256,3.00131,9.44281e-05,0
CLI-20260723-010730,10,1.11804,-0.827809,2.18714,1
CLI-20260723-010730,11,1.87774,3.06924,8.22554e-05,0
CLI-20260723-010744,2,10.1644,1.5708,0.000752443,0
CLI-20260723-010744,3,7.09602,3.14159,149.381,1
CLI-20260723-010744,4,11.2393,1.5708,0.00150867,0
CLI-20260723-010744,5,11.8128,1.5708,0.00168664,0
CLI-20260723-010744,6,14.1988,1.5708,0.0233678,1
CLI-20260723-010744,7,1.19676,-2.83255,4.60381,1
CLI-20260723-010744,8,1.86245,1.68321,9.50026,1
CLI-20260723-010744,9,0.10021,-2.14595,1.92275,1
CLI-20260723-010744,10,1.34833,-2.12828,5.67219,1
CLI-20260723-010837,2,8.65064,3.14159,227.681,1
CLI-20260723-010837,3,8.23288,1.5708,0.000214348,0
CLI-20260723-010837,4,18.6918,-1.5708,357.302,1
CLI-20260723-010837,5,7.58063,0,0.000139999,0
CLI-20260723-010837,6,14.0907,1.5708,0.00459491,1
CLI-20260723-010837,7,0.858178,-2.16284,0.000165339,0
CLI-20260723-010837,8,0.383112,1.664,0.000146247,0
CLI-20260723-010837,9,1.48891,2.87194,7.11123e-05,0
CLI-20260723-010837,10,0.656281,-0.428056,0.000131208,0
CLI-20260723-010837,11,1.83313,-2.23864,4.80766e-05,0
CLI-20260723-010852,2,8.43241,-1.5708,215.077,1
CLI-20260723-010852,3,12.5865,1.5708,0.0119746,1
CLI-20260723-010852,4,7.38287,1.5708,0.000250653,0
CLI-20260723-010852,5,8.4859,0,0.000436167,0
CLI-20260723-010852,6,6.41668,1.5708,8.5565e-05,0
CLI-20260723-010852,7,1.02275,1.67232,0.00012199,0
CLI-20260723-010852,8,0.840066,0.329951,0.000100697,0
CLI-20260723-010852,9,1.59618,-0.428501,6.75799e-05,0
CLI-20260723-010852,10,1.7413,1.82575,0.000103819,0
CLI-20260723-010852,11,0.629299,-1.65832,0.000119823,0
CLI-20260723-010919,2,7.27206,1.5708,0.00042468,0
CLI-20260723-010919,3,19.7276,0,0.0414943,1
CLI-20260723-010919,4,14.9026,0,0.0402778,1
CLI-20260723-010919,5,11.1508,3.14159,0.024852,1
CLI-20260723-010919,6,19.6568,0,0.096471,1
CLI-20260723-010919,8,0.190476,0.279844,0.000218007,0
CLI-20260723-010919,10,0.09758,-1.47613,0.000559152,0
CLI-20260723-010955,2,17.1851,-1.5708,955.334,1
CLI-20260723-010955,3,17.7605,0,0.0213607,1
CLI-20260723-010955,4,15.4486,-1.5708,766.142,1
CLI-20260723-010955,5,19.8632,3.14159,1289.12,1
CLI-20260723-010955,6,17.7671,1.5708,0.0252193,1
CLI-20260723-010955,7,1.922,1.27031,3.48353e-05,0
CLI-20260723-010955,8,1.07775,-2.4913,8.05484e-05,0
CLI-20260723-010955,9,0.72617,2.09783,0.000143054,0
CLI-20260723-010955,10,0.343633,-1.63192,0.000372182,0
CLI-20260723-010955,11,0.698061,1.38938,0.000138864,0
CLI-20260723-011014,2,1997.63,1.39674,1.2454e+07,1
CLI-20260723-011014,3,4330.98,-0.120223,6.24752e+07,1
CLI-20260723-011014,4,6569.49,0.331914,1.49384e+08,1
CLI-20260723-011014,5,5492.3,-0.708182,1.04407e+08,1
CLI-20260723-011014,6,2677.61,-2.94607,2.29738e+07,1
CLI-20260723-011014,7,1.26949,-2.12777,5.07034,1
CLI-20260723-011014,11,0.24772,-2.37972,1.16107,1
CLI-20260723-011042,2,9151.4,-0.87267,2.8989e+08,1
CLI-20260723-011042,3,9155.2,-0.87241,2.90129e+08,1
CLI-20260723-011042,4,2595.51,-2.55873,2.33102e+07,1
CLI-20260723-011042,5,2673.83,1.83733,2.47399e+07,1
CLI-20260723-011042,6,8654.44,1.04446,2.52447e+08,1
CLI-20260723-011042,8,0.609453,1.89132,1.50769,1
CLI-20260723-011042,9,1.96668,-1.20378,0.000137295,0
CLI-20260723-011042,10,0.060434,2.12878,0.00182949,0
CLI-20260723-011042,11,1.86797,-0.371062,6.56939e-05,0
CLI-20260723-011058,2,3943.75,2.69137,5.38269e+07,1
CLI-20260723-011058,3,8959.51,2.78331,2.77853e+08,1
CLI-20260723-011058,4,1884.92,2.54096,1.22921e+07,1
CLI-20260723-011058,5,3935.42,-0.531812,5.36004e+07,1
CLI-20260723-011058,6,2475.83,-3.11475,2.12099e+07,1
CLI-20260723-011058,7,1.61574,-2.61471,7.22074,1
CLI-20260723-011058,8,0.87154,1.74291,2.6358,1
CLI-20260723-011058,9,0.645873,2.34807,1.63126,1
CLI-20260723-011058,11,0.568923,-2.80506,1.34316,1
CLI-20260723-011141,2,6780.06,1.34657,1.54388e+08,1
CLI-20260723-011141,3,8762.77,-1.18497,2.59332e+08,1
CLI-20260723-011141,4,5519.29,1.01669,1.02825e+08,1
CLI-20260723-011141,5,9931.35,1.04038,3.41415e+08,1
CLI-20260723-011141,6,3150.33,2.38901,3.30669e+07,1
CLI-20260723-011141,8,0.137685,-2.72902,0.000496543,0
CLI-20260723-011141,9,1.94422,-2.07248,0.000135947,0
CLI-20260723-011141,11,1.66711,-0.320595,8.54885e-05,0
CLI-20260723-011157,2,9654.4,-0.623803,3.22634e+08,1
CLI-20260723-011157,3,7211.57,2.27309,1.80013e+08,1
CLI-20260723-011157,4,7140.3,2.75784,1.76471e+08,1
CLI-20260723-011157,5,838.598,2.07932,2.43124e+06,1
CLI-20260723-011157,6,2240.25,-0.381274,1.73655e+07,1
CLI-20260723-011157,7,1.85534,1.26484,0.000181151,0
CLI-20260723-011157,8,0.11949,2.23249,0.000263181,0
CLI-20260723-011157,9,1.95746,-2.82265,5.25549,1
CLI-20260723-011157,10,1.47592,-0.1728,6.3733e-05,0
CLI-20260723-011157,11,1.34072,0.898005,7.66795e-05,0
CLI-20260723-011221,2,4106.57,-0.4484,5.83651e+07,1
CLI-20260723-011221,3,6835.12,-2.593,1.61706e+08,1
CLI-20260723-011221,4,2238.33,0.983407,1.55439e+07,1
CLI-20260723-011221,5,6475.26,1.77222,1.4513e+08,1
CLI-20260723-011221,6,6647.12,-1.2443,1.4821e+08,1
CLI-20260723-011221,7,1.42629,-1.35923,6.24255,1
CLI-20260723-011221,8,1.09034,2.16874,0.000125953,0
CLI-20260723-011221,9,0.228667,2.2297,0.000263543,0
CLI-20260723-011221,11,1.43303,0.124058,1.28162,1
CLI-20260723-011254,2,6008.48,1.02956,1.20202e+08,1
CLI-20260723-011254,3,1101.2,2.57833,4.19352e+06,1
CLI-20260723-011254,4,2538.28,1.87582,2.22947e+07,1
CLI-20260723-011254,5,5557.15,-2.95655,1.04571e+08,1
CLI-20260723-011254,6,3032.96,1.5891,3.17877e+07,1
CLI-20260723-011254,7,1.49327,2.09543,6.48381,1
CLI-20260723-011254,8,1.99552,0.95665,4.86797e-05,0
CLI-20260723-011254,9,0.43743,-2.89229,0.000120661,0
CLI-20260723-011309,2,8042.04,1.59819,2.23865e+08,1
CLI-20260723-011309,3,6666.65,2.54015,1.53834e+08,1
CLI-20260723-011309,4,9771.31,0.741709,3.2148e+08,1
CLI-20260723-011309,5,2392.14,-0.730769,1.98004e+07,1
CLI-20260723-011309,6,1444.38,1.12865,7.21692e+06,1
CLI-20260723-011309,8,1.86962,1.60821,8.53524e-05,0
CLI-20260723-011309,9,1.60163,-0.015517,7.27524,1
CLI-20260723-011309,10,1.22921,2.16251,0.00021865,0
CLI-20260723-011309,11,1.80123,0.933635,0.841985,1
CLI-20260723-011327,2,2747.44,1.10642,2.40599e+07,1
CLI-20260723-011327,3,1846.91,-2.49999,1.1023e+07,1
CLI-20260723-011327,4,7156.33,-2.81023,1.77264e+08,1
CLI-20260723-011327,5,5206.15,1.72034,9.38024e+07,1
CLI-20260723-011327,6,3753.25,-2.887,4.87515e+07,1
CLI-20260723-011327,8,1.38665,-0.632017,0.00012844,0
CLI-20260723-011327,9,1.55421,2.39244,0.041252,1
CLI-20260723-011327,10,1.32535,1.70878,3.85026,1
CLI-20260723-011327,11,1.35378,-0.184743,5.79836e-05,0
CLI-20260723-011350,2,2839.24,3.06086,2.78955e+07,1
CLI-20260723-011350,3,5098.79,-0.384742,8.99808e+07,1
CLI-20260723-011350,4,762.197,1.54902,1.52078e+06,1
CLI-20260723-011350,5,8802.85,-0.651508,2.60843e+08,1
CLI-20260723-011350,6,568.08,-0.44372,1.11486e+06,1
CLI-20260723-011350,7,0.222088,-1.08502,1.44937,1
CLI-20260723-011350,8,0.267722,1.34267,0.967489,1
CLI-20260723-011350,9,0.674616,-1.64422,0.000197902,0
CLI-20260723-011350,10,1.40514,2.64967,8.28857e-05,0
CLI-20260723-011350,11,1.54886,0.556666,7.60636e-05,0
CLI-20260723-011417,8,0.1244,0.227464,0.000605098,0
CLI-20260723-011417,9,1.71157,-2.1384,8.00222,1
CLI-20260723-011417,10,0.700903,-1.60119,2.03263,1
CLI-20260723-011446,4,1,2,3.25466,1
CLI-20260723-011446,8,0.248972,-2.86584,1.12817,1
CLI-20260723-011446,9,0.296187,2.55479,1.23233,1
CLI-20260723-011446,10,0.889743,-0.144995,2.84806,1
CLI-20260723-011446,11,0.12165,-1.22461,1.879,1
CLI-20260723-011501,2,1,2,3.28533,1
CLI-20260723-011501,5,1,2,3.32076,1
CLI-20260723-011501,6,1,2,3.37244,1
CLI-20260723-011501,7,1.9231,-3.06275,9.64963,1
CLI-20260723-011501,8,1.31,-0.412261,5.56718,1
CLI-20260723-011501,9,1.60311,0.606356,0.00010313,0
CLI-20260723-011501,10,1.06519,-0.50582,4.07301e-05,0
CLI-20260723-011501,11,1.70232,0.913898,0.000163092,0
CLI-20260723-011518,7,0.812827,-2.68109,2.28517,1
CLI-20260723-011518,8,1.16768,-1.02978,4.70679,1
CLI-20260723-011518,11,0.075017,-0.930454,2.60282,1
CLI-20260723-011604,4,1,2,3.29458,1
CLI-20260723-011604,5,1,2,3.29423,1
CLI-20260723-011604,7,1.984,2.91577,10.1617,1
CLI-20260723-011604,8,0.505078,-0.101715,1.43341,1
CLI-20260723-011604,10,0.916775,1.58116,2.87291,1
CLI-20260723-011625,7,1.38568,2.85679,5.61788,1
CLI-20260723-011625,8,0.050693,0.738806,0.00337288,1
CLI-20260723-011625,9,1.42875,-2.62068,5.47663,1
CLI-20260723-011625,10,1.60168,-0.769949,7.21408,1
CLI-20260723-011625,11,1.28843,-2.95852,5.14498,1
CLI-20260723-011728,6,1,2,3.25813,1
CLI-20260723-011728,7,0.729316,0.874167,0.000162625,0
CLI-20260723-011728,8,1.77357,-0.5087,0.915288,1
CLI-20260723-011728,9,1.37415,-0.803559,6.04685,1
CLI-20260723-011728,10,0.202834,2.38076,0.000787526,0
CLI-20260723-011742,2,1,2,3.28489,1
CLI-20260723-011742,4,1,2,3.34822,1
CLI-20260723-011742,7,1.55628,-1.31196,7.04994,1
CLI-20260723-011742,8,0.768552,0.219412,5.7407e-05,0
CLI-20260723-011742,9,0.283154,-2.09355,0.101747,1
CLI-20260723-011742,10,0.892755,1.51651,4.69673e-05,0
CLI-20260723-011742,11,0.090194,-0.315894,0.000458944,0
CLI-20260723-011757,7,1.74922,0.092483,0.000123646,0
CLI-20260723-011757,9,1.11364,-0.823094,2.87788,1
CLI-20260723-011757,10,0.713158,-1.43413,2.08592,1
CLI-20260723-011757,11,0.44638,-1.11805,1.40897,1
CLI-20260723-011812,4,1,2,3.31172,1
CLI-20260723-011812,7,1.52832,2.45714,6.57884,1
CLI-20260723-011812,9,0.50031,0.628959,0.000217659,0
CLI-20260723-011812,11,0.310262,2.45365,0.000282158,0
CLI-20260723-011833,2,1,2,3.33124,1
CLI-20260723-011833,3,16.5843,0,0.00975521,1
CLI-20260723-011833,4,-3.01015,1.0689,863,1
CLI-20260723-011833,8,-2.90446,-0.604993,805.937,1
CLI-20260723-011833,9,0.865124,1.44332,9.17747e-05,0
CLI-20260723-011833,10,-0.177097,0.023615,9.96224,1
CLI-20260723-011847,2,-8.15691,-1.1799,6523.36,1
CLI-20260723-011847,3,1.57209,1.41999,1.65799e-05,0
CLI-20260723-011847,4,8.3844,0,0.000236943,0
CLI-20260723-011847,5,-8.76519,-0.481926,7547.12,1
CLI-20260723-011847,6,1.3505,2.41805,0.000112608,0
CLI-20260723-011847,7,17.4488,0,0.0305226,1
CLI-20260723-011847,8,0.338143,-2.22887,8.94793e-05,0
CLI-20260723-011847,9,1.12948,0.300743,5.93231e-05,0
CLI-20260723-011902,2,15.0306,3.14159,724.126,1
CLI-20260723-011902,3,18.0912,0,0.0120911,1
CLI-20260723-011902,6,7460.11,0.479679,1.87945e+08,1
CLI-20260723-011902,7,-2.08058,-1.30535,412.012,1
CLI-20260723-011902,9,0.6615,-0.018589,1.77574,1
CLI-20260723-011902,10,1.09745,1.37864,3.63507,1
CLI-20260723-011902,11,1.6149,1.69289,0.000408147,0
CLI-20260723-011927,2,0.969984,-1.09758,3.38394,1
CLI-20260723-011927,3,-3.7739,1.39566,1362.77,1
