sessionID,command_id,distance,direction,anomalyScore,isAnomaly
CLI-20260723-014611,11,1.64249,-1.69226,5.76634e-06,0
CLI-20260723-014625,2,0.789907,2.70478,1.46702e-05,0
CLI-20260723-014625,3,1.25609,2.56462,1.16375e-05,0
CLI-20260723-014625,4,0.674563,-2.40224,7.36528e-05,0
CLI-20260723-014625,5,0.155382,2.66752,4.97829e-06,0
CLI-20260723-014625,6,1.11759,-2.05428,9.72335e-05,0
CLI-20260723-014625,7,1.34665,0.379533,7.56166e-06,0
CLI-20260723-014625,8,1.4594,-0.904139,3.22939e-05,0
CLI-20260723-014625,9,0.710859,0.781416,6.33023e-06,0
CLI-20260723-014625,10,0.571585,-2.70869,2.41264e-06,0
CLI-20260723-014625,11,1.57349,-1.27901,5.91709e-06,0
CLI-20260723-014638,2,0.441751,1.89515,4.44868e-06,0
CLI-20260723-014638,3,0.871066,-1.00753,4.91435e-05,0
CLI-20260723-014638,4,0.785078,1.73345,4.51208e-06,0
CLI-20260723-014638,5,0.382872,-1.00622,1.36153e-05,0
CLI-20260723-014638,6,0.4205,2.10727,5.2329e-06,0
CLI-20260723-014638,7,0.92692,-1.5406,5.76571e-05,0
CLI-20260723-014638,8,1.73151,0.271581,7.54763e-06,0
CLI-20260723-014638,9,1.27662,2.61129,4.00247e-06,0
CLI-20260723-014638,10,0.546157,-0.836738,8.82946e-06,0
CLI-20260723-014638,11,1.77152,0.192585,6.64657e-06,0
CLI-20260723-014652,2,0.15282,1.74755,4.66741e-06,0
CLI-20260723-014652,3,0.779705,-3.03025,8.5478e-05,0
CLI-20260723-014652,4,1.6113,-0.275711,2.84174e-05,0
CLI-20260723-014652,5,0.340743,-2.95015,7.46425e-06,0
CLI-20260723-014652,6,1.66,-1.84841,0.000113252,0
CLI-20260723-014652,7,1.44565,-2.13423,0.000131387,0
CLI-20260723-014652,8,1.62701,1.56318,5.11453e-06,0
CLI-20260723-014652,9,1.0948,0.030286,7.22293e-06,0
CLI-20260723-014652,10,0.079578,2.83538,3.81886e-06,0
CLI-20260723-014652,11,1.61683,-2.06418,2.6731e-06,0
CLI-20260723-014706,2,0.2673,1.15044,0.000177615,1
CLI-20260723-014706,3,0.482934,-1.89942,8.34157e-05,0
CLI-20260723-014706,4,0.411708,-2.91627,1.69462e-05,0
CLI-20260723-014706,5,0.194681,0.864028,5.18191e-05,0
CLI-20260723-014706,6,1.69399,2.92787,3.8281e-06,0
CLI-20260723-014706,7,1.42488,-2.55383,8.16308e-05,0
CLI-20260723-014706,8,1.14887,-0.74475,1.16631e-05,0
CLI-20260723-014706,9,0.862256,-1.03014,1.10013e-05,0
CLI-20260723-014706,10,0.123107,1.27182,5.54959e-06,0
CLI-20260723-014706,11,1.29742,0.048727,7.58945e-06,0
CLI-20260723-014723,2,0.59251,0.232634,3.65405e-05,0
CLI-20260723-014723,3,1.35715,-1.46409,5.98478e-05,0
CLI-20260723-014723,4,1.78267,1.19408,7.30504e-06,0
CLI-20260723-014723,5,1.60072,-1.08346,9.95613e-06,0
CLI-20260723-014723,6,0.794869,-3.02769,2.14922e-06,0
CLI-20260723-014723,7,0.758872,-0.303374,1.00831e-05,0
CLI-20260723-014723,8,1.12524,2.16116,4.91052e-06,0
CLI-20260723-014723,9,0.110327,1.32028,5.31862e-06,0
CLI-20260723-014723,10,1.95904,2.9568,3.09195e-06,0
CLI-20260723-014723,11,0.915771,-0.14735,7.50809e-06,0
CLI-20260723-014736,2,1.31911,0.842494,7.99272e-05,0
CLI-20260723-014736,3,1.9439,2.94316,2.31071e-05,0
CLI-20260723-014736,4,0.870424,1.61196,5.41295e-06,0
CLI-20260723-014736,5,1.19886,0.992827,4.15155e-06,0
CLI-20260723-014736,6,1.42934,1.96843,3.88814e-06,0
CLI-20260723-014736,7,0.97556,2.90997,3.2885e-06,0
CLI-20260723-014736,8,1.58428,-0.79958,9.25298e-06,0
CLI-20260723-014736,9,1.24558,2.41481,3.211e-06,0
CLI-20260723-014736,10,1.79014,0.283499,4.55218e-06,0
CLI-20260723-014736,11,1.06838,2.31414,3.17294e-06,0
CLI-20260723-015027,2,11.0602,1.11024,2.18991e-05,0
CLI-20260723-015027,3,0.446713,-1.89226,2.24288e-05,0
CLI-20260723-015027,4,5.13674,-2.16469,5.78073e-06,0
CLI-20260723-015027,5,1.43655,-2.53391,1.12571e-05,0
CLI-20260723-015027,6,5.70909,0.326981,1.12788e-05,0
CLI-20260723-015027,7,3.45708,-1.32331,6.31551e-06,0
CLI-20260723-015027,9,4.20571,0.852531,1.23393e-05,0
CLI-20260723-015027,10,5.72286,3.07577,3.11767e-06,0
CLI-20260723-015027,11,0.529899,-1.15954,1.03113e-05,0
CLI-20260723-015041,2,4.75443,0.97665,1.30922e-05,0
CLI-20260723-015041,3,3.73708,0.385587,1.08386e-05,0
CLI-20260723-015041,4,3.32885,3.12612,1.9583e-06,0
CLI-20260723-015041,5,0.75439,-2.45265,3.47287e-06,0
CLI-20260723-015041,6,6.54974,-0.290763,1.24066e-05,0
CLI-20260723-015041,7,2.72085,2.59262,3.9803e-06,0
CLI-20260723-015041,8,2.33495,1.6494,6.12294e-06,0
CLI-20260723-015041,9,4.89613,-3.01922,2.44823e-06,0
CLI-20260723-015041,10,0.915981,2.3751,8.90871e-06,0
CLI-20260723-015041,11,1.96945,-0.155305,7.06832e-06,0
CLI-20260723-015055,2,3.21638,0.246905,5.2719e-05,0
CLI-20260723-015055,3,2.02806,2.73642,3.25795e-06,0
CLI-20260723-015055,4,7.03202,1.43933,1.29983e-05,0
CLI-20260723-015055,5,1.52135,-0.611849,1.52586e-05,0
CLI-20260723-015055,6,3.76741,-1.94648,5.47571e-06,0
CLI-20260723-015055,7,0.806296,3.13708,4.67428e-06,0
CLI-20260723-015055,8,2.53635,-0.090219,7.0046e-06,0
CLI-20260723-015055,9,0.926599,-0.760434,9.49056e-06,0
CLI-20260723-015055,10,4.48578,2.94499,3.27586e-06,0
CLI-20260723-015055,11,8.78345,0.017909,1.93054e-05,0
CLI-20260723-015112,2,2.82808,0.597123,4.616e-05,0
CLI-20260723-015112,3,1.8423,2.45225,3.16758e-06,0
CLI-20260723-015112,4,8.7759,0.143148,1.90986e-05,0
