timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,call_depthobstructed?call_depth,response_time(ns)
20260723-002014,server,CLI-20260723-002014,handle_request()RECEIVED_MOVE,move, ,1,11,16.34,3.08452,0.87339,0.912989,1.45,110023408553126,140727169804152,140727169804160,140727169804288,140727169804288,131046360866944,3,140727169805256,n/a,11, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,18.8219,-1.5708,0,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,2, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,19.2429,0,0,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,3, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,4,19.25,0,11.2192,0,19.25,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,4, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,5,30.5,0,19.0427,-1.5708,11.25,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,5, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,6,30.5,0,10.6464,3.14159,0,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,6, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,7,30.5,0,0.17306,0.664075,0,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,7, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,9,30.6575,0.123266,1.02517,-2.93444,0.2,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,9, 
20260723-002041,server,CLI-20260723-002041,handle_request()RECEIVED_MOVE,move, ,1,10,30.1193,0.0101443,0.609656,1.27503,0.55,94858554948774,140721741941688,140721741941696,140721741941824,140721741941824,140552524390528,3,140721741942792,n/a,10, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,14.0745,3.14159,0,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,2, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,8.39586,0,0,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,3, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,4,8.4,0,14.2345,1.5708,8.4,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,4, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,5,8.4,14.25,8.11985,1.5708,14.25,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,5, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,6,8.40001,22.4,15.5036,1.5708,8.15,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,6, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,7,8.40001,37.95,1.82569,-2.11957,15.55,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,7, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,8,7.43498,36.3716,1.58835,-0.150606,1.85,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,8, 
20260723-002054,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,9,9.01687,36.1316,1.62461,-1.44718,1.6,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,9, 
20260723-002055,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,10,9.22032,34.4942,0.622196,0.950669,1.65,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,10, 
20260723-002055,server,CLI-20260723-002054,handle_request()RECEIVED_MOVE,move, ,1,11,9.59806,35.0231,1.96739,2.55393,0.65,95867014446246,140731144010824,140731144010832,140731144010960,140731144010960,135561606717568,3,140731144011928,n/a,11, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,14.1593,3.14159,0,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,2, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,10.7415,1.5708,0,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,3, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,4,3.3746e-06,10.75,8.49723,0,10.75,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,4, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,5,8.5,10.75,7.41519,-1.5708,8.5,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,5, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,6,8.50001,3.3,16.8492,-1.5708,7.45,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,6, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,7,8.50001,0.05,0.581786,-1.66464,3.25,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,7, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,8,8.49532,0.000220028,1.82155,-1.64969,0.05,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,8, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,9,8.49532,0.000220028,1.6256,3.00131,0,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,9, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,10,6.86153,0.230928,1.11804,-0.827809,1.65,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,10, 
20260723-002109,server,CLI-20260723-002108,handle_request()RECEIVED_MOVE,move, ,1,11,7.06448,0.00999252,1.87774,3.06924,0.3,96263833377958,140731586754024,140731586754032,140731586754160,140731586754160,136486098428032,3,140731586755128,n/a,11, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,10.1644,1.5708,0,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,2, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,3,3.20195e-06,10.2,7.09602,3.14159,10.2,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,3, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,4,3.20195e-06,10.2,11.2393,1.5708,0,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,4, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,5,6.73351e-06,21.45,11.8128,1.5708,11.25,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,5, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,6,1.04534e-05,33.3,14.1988,1.5708,11.85,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,6, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,7,1.4911e-05,47.5,1.19676,-2.83255,14.2,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,7, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,8,1.4911e-05,47.5,1.86245,1.68321,0,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,8, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,9,1.4911e-05,47.5,0.10021,-2.14595,0,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,9, 
20260723-002123,server,CLI-20260723-002122,handle_request()RECEIVED_MOVE,move, ,1,10,1.4911e-05,47.5,1.34833,-2.12828,0,100022124874918,140730074441480,140730074441488,140730074441616,140730074441616,124937151570048,3,140730074442584,n/a,10, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,8.65064,3.14159,0,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,2, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,8.23288,1.5708,0,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,3, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,4,2.58981e-06,8.25,18.6918,-1.5708,8.25,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,4, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,5,5.16393e-06,0.05,7.58063,0,8.2,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,5, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,6,7.60001,0.05,14.0907,1.5708,7.6,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,6, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,7,7.60001,14.15,0.858178,-2.16284,14.1,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,7, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,8,7.09776,13.4032,0.383112,1.664,0.9,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,8, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,9,7.06053,13.8014,1.48891,2.87194,0.4,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,9, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,10,5.61473,14.201,0.656281,-0.428056,1.5,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,10, 
20260723-002137,server,CLI-20260723-002137,handle_request()RECEIVED_MOVE,move, ,1,11,6.25158,13.9105,1.83313,-2.23864,0.7,103043036847270,140735568720696,140735568720704,140735568720832,140735568720832,140106577600640,3,140735568721800,n/a,11, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,8.43241,-1.5708,0,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,2, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,12.5865,1.5708,0,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,3, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,4,3.95535e-06,12.6,7.38287,1.5708,12.6,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,4, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,5,6.27833e-06,20,8.4859,0,7.4,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,5, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,6,8.50001,20,6.41668,1.5708,8.5,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,6, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,7,8.50001,26.45,1.02275,1.67232,6.45,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,7, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,8,8.39359,27.4946,0.840066,0.329951,1.05,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,8, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,9,9.19774,27.77,1.59618,-0.428501,0.85,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,9, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,10,10.6531,27.1052,1.7413,1.82575,1.6,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,10, 
20260723-002151,server,CLI-20260723-002151,handle_request()RECEIVED_MOVE,move, ,1,11,10.2117,28.7986,0.629299,-1.65832,1.75,110270274854054,140729394350856,140729394350864,140729394350992,140729394350992,131482264395904,3,140729394351960,n/a,11, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,7.27206,1.5708,0,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,2, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,3,2.29159e-06,7.3,19.7276,0,7.3,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,3, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,4,19.75,7.3,14.9026,0,19.75,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,4, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,5,34.7,7.3,11.1508,3.14159,14.95,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,5, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,6,23.5,7.3,19.6568,0,11.2,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,6, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,8,43.2,7.3,0.190476,0.279844,19.7,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,8, 
20260723-002208,server,CLI-20260723-002208,handle_request()RECEIVED_MOVE,move, ,1,10,43.3922,7.35524,0.09758,-1.47613,0.2,94711163722918,140720804999064,140720804999072,140720804999200,140720804999200,128213955764352,3,140720805000168,n/a,10, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,17.1851,-1.5708,0,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,2, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,17.7605,0,0,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,3, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,4,17.8,0,15.4486,-1.5708,17.8,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,4, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,5,17.8,0,19.8632,3.14159,0,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,5, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,6,17.8,0,17.7671,1.5708,0,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,6, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,7,17.8,17.8,1.922,1.27031,17.8,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,7, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,8,18.3772,19.6626,1.07775,-2.4913,1.95,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,8, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,9,17.5017,18.9967,0.72617,2.09783,1.1,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,9, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,10,17.1245,19.6449,0.343633,-1.63192,0.75,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,10, 
20260723-002225,server,CLI-20260723-002224,handle_request()RECEIVED_MOVE,move, ,1,11,17.1031,19.2955,0.698061,1.38938,0.35,96870648491174,140735737417896,140735737417904,140735737418032,140735737418032,129222687973504,3,140735737419000,n/a,11, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,1997.63,1.39674,0,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,2, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,3,17.5779,99.9663,4330.98,-0.120223,101.5,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,3, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,4,99.9789,90.0118,6569.49,0.331914,83,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,4, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,5,99.9789,90.0118,5492.3,-0.708182,0,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,5, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,6,99.9789,90.0118,2677.61,-2.94607,0,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,6, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,7,0.0203496,70.2152,1.26949,-2.12777,101.9,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,7, 
20260723-002248,server,CLI-20260723-002248,handle_request()RECEIVED_MOVE,move, ,1,11,0.0203496,70.2152,0.24772,-2.37972,0,108394411203750,140729917421096,140729917421104,140729917421232,140729917421232,129237246402688,3,140729917422200,n/a,11, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,9151.4,-0.87267,0,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,2, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,9155.2,-0.87241,0,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,3, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,2595.51,-2.55873,0,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,4, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,5,0,0,2673.83,1.83733,0,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,5, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,6,0,0,8654.44,1.04446,0,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,6, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,8,58.0991,99.9971,0.609453,1.89131,115.65,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,8, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,9,58.0991,99.9971,1.96668,-1.20378,0,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,9, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,10,58.8167,98.1303,0.060434,2.12878,2,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,10, 
20260723-002333,server,CLI-20260723-002332,handle_request()RECEIVED_MOVE,move, ,1,11,58.7638,98.2151,1.86797,-0.371062,0.1,99562601716902,140729025819848,140729025819856,140729025819984,140729025819984,138126348116096,3,140729025820952,n/a,11, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3943.75,2.69137,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,2, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,8959.51,2.78331,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,3, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,1884.92,2.54096,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,4, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,5,0,0,3935.42,-0.531812,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,5, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,6,0,0,2475.83,-3.11474,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,6, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,7,0,0,1.61574,-2.61471,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,7, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,0.87154,1.74291,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,8, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,9,0,0,0.645873,2.34807,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,9, 
20260723-002350,server,CLI-20260723-002347,handle_request()RECEIVED_MOVE,move, ,1,11,0,0,0.568923,-2.80506,0,94259861712038,140730005336040,140730005336048,140730005336176,140730005336176,128002046943360,3,140730005337144,n/a,11, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,6780.06,1.34657,0,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,2, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,3,22.8026,99.9827,8762.77,-1.18497,102.55,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,3, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,4,63.408,0.0146408,5519.29,1.01669,107.9,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,4, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,5,99.9778,59.1154,9931.35,1.04039,69.5,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,5, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,6,99.9778,59.1154,3150.33,2.38901,0,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,6, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,8,56.3281,99.9902,0.137685,-2.72902,59.8,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,8, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,9,56.1907,99.93,1.94422,-2.07248,0.15,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,9, 
20260723-002409,server,CLI-20260723-002405,handle_request()RECEIVED_MOVE,move, ,1,11,55.2529,98.2203,1.66711,-0.320595,1.95,109977410477222,140724478105128,140724478105136,140724478105264,140724478105264,125026569937024,3,140724478106232,n/a,11, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,9654.4,-0.623803,0,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,2, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,7211.57,2.27309,0,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,3, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,7140.3,2.75784,0,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,4, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,5,0,0,838.598,2.07932,0,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,5, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,6,0,0,2240.25,-0.381274,0,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,6, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,7,0,0,1.85534,1.26485,0,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,7, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,8,0.572281,1.81177,0.11949,2.23249,1.9,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,8, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,9,0.480113,1.93011,1.95746,-2.82265,0.15,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,9, 
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,10,0.00532897,1.77333,1.47592,-0.1728,0.5,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,10, 
