timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,call_depthobstructed?call_depth,response_time(ns)
20260723-014723,server,CLI-20260723-014723,handle_request()RECEIVED_MOVE,move, ,1,10,1.10869,1.11514,1.95904,2.9568,0.15,99378833427282,140731568799720,140731568799728,140731568799856,140731568799856,127839586869376,3,140731568800824,n/a,10, 
20260723-014723,server,CLI-20260723-014723,handle_request()RECEIVED_MOVE,move, ,1,11,0.0274187,1.31725,0.915771,-0.14735,1.1,99378833427282,140731568799720,140731568799728,140731568799856,140731568799856,127839586869376,3,140731568800824,n/a,11, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,1.31911,0.842494,0,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,2, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,3,0.898565,1.00751,1.9439,2.94316,1.35,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,3, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,4,0.0162263,1.18493,0.870424,1.61196,0.9,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,4, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,5,0.00182236,1.53464,1.19886,0.992827,0.35,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,5, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,6,0.657411,2.53973,1.42934,1.96843,1.2,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,6, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,7,0.0959209,3.8766,0.97556,2.90997,1.45,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,7, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,8,0.0472561,3.88808,1.58428,-0.79958,0.05,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,8, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,9,1.16247,2.74078,1.24558,2.41481,1.6,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,9, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,10,0.228324,3.57136,1.79014,0.283499,1.25,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,10, 
20260723-014737,server,CLI-20260723-014736,handle_request()RECEIVED_MOVE,move, ,1,11,1.95647,4.07485,1.06838,2.31414,1.8,107223815105362,140729786633976,140729786633984,140729786634112,140729786634112,124929247404160,3,140729786635080,n/a,11, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.0602,1.11024,0,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,2, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,3,4.9334,9.94342,0.446713,-1.89226,11.1,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,3, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,4,4.79122,9.51647,5.13674,-2.16469,0.45,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,4, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,5,1.90933,5.2483,1.43655,-2.53391,5.15,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,5, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,6,0.718926,4.4204,5.70909,0.326981,1.45,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,6, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,7,6.16427,6.26721,3.45708,-1.32331,5.75,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,7, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,9,7.02164,2.87385,4.20571,0.852531,3.5,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,9, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,10,9.81848,6.07388,5.72286,3.07577,4.25,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,10, 
20260723-015027,server,CLI-20260723-015027,handle_request()RECEIVED_MOVE,move, ,1,11,4.08093,6.45211,0.529899,-1.15954,5.75,101783855094610,140733050943416,140733050943424,140733050943552,140733050943552,133079916732544,3,140733050944520,n/a,11, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,4.75443,0.97665,0,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,2, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,3,2.68705,3.97741,3.73708,0.385587,4.8,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,3, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,4,6.16171,5.38779,3.32885,3.12612,3.75,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,4, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,5,2.81212,5.43962,0.75439,-2.45265,3.35,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,5, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,6,2.19458,4.93104,6.54974,-0.290763,0.8,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,6, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,7,8.46965,3.05327,2.72085,2.59262,6.55,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,7, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,8,6.12373,4.48826,2.33495,1.6494,2.75,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,8, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,9,5.9392,6.831,4.89613,-3.01922,2.35,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,9, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,10,1.07584,6.23285,0.915981,2.3751,4.9,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,10, 
20260723-015042,server,CLI-20260723-015041,handle_request()RECEIVED_MOVE,move, ,1,11,0.391508,6.89178,1.96945,-0.155305,0.95,99651666123602,140732716705448,140732716705456,140732716705584,140732716705584,129978874847360,3,140732716706552,n/a,11, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3.21638,0.246905,0,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,2, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,3,3.15144,0.794313,2.02806,2.73642,3.25,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,3, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,4,1.26742,1.60238,7.03202,1.43933,2.05,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,4, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,5,2.19162,8.59154,1.52135,-0.611849,7.05,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,5, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,6,3.46043,7.70125,3.76741,-1.94648,1.55,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,6, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,7,2.06619,4.16627,0.806296,3.13708,3.8,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,7, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,8,1.2162,4.1701,2.53635,-0.090219,0.85,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,8, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,9,3.75583,3.94035,0.926599,-0.760434,2.55,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,9, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,10,4.44414,3.28558,4.48578,2.94499,0.95,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,10, 
20260723-015058,server,CLI-20260723-015055,handle_request()RECEIVED_MOVE,move, ,1,11,0.0308322,4.16461,8.78345,0.017909,4.5,102152229550930,140723131468328,140723131468336,140723131468464,140723131468464,127519752315008,3,140723131469432,n/a,11, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,2.82808,0.597123,0,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,2, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,3,2.35683,1.60246,1.8423,2.45225,2.85,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,3, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,4,0.92925,2.77912,8.7759,0.143148,1.85,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,4, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,5,9.63924,4.03452,6.90137,3.13188,8.8,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,5, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,6,2.68957,4.10201,3.23666,-1.47529,6.95,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,6, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,7,2.9995,0.86682,2.40831,2.09698,3.25,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,7, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,8,1.76901,2.98541,0.166955,1.99242,2.45,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,8, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,9,1.68716,3.16789,1.77566,-2.46907,0.2,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,9, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,10,0.279114,2.04656,3.09378,0.843442,1.8,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,10, 
20260723-015112,server,CLI-20260723-015112,handle_request()RECEIVED_MOVE,move, ,1,11,2.34029,4.36206,1.42986,-0.480188,3.1,101515920317266,140726500463656,140726500463664,140726500463792,140726500463792,132822092865664,3,140726500464760,n/a,11, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.5782,0.861509,0,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,2, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,3,7.555,8.80238,0.194562,-2.66882,11.6,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,3, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,4,7.37694,8.71131,8.75852,-2.21109,0.2,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,4, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,6,2.11953,1.65442,6.12534,0.758139,8.8,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,6, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,7,6.58515,5.88299,0.420556,1.48638,6.15,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,7, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,8,6.62309,6.33139,3.37538,1.98917,0.45,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,8, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,9,5.24175,9.43814,0.403783,-1.92812,3.4,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,9, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,10,5.08436,9.01656,1.67062,-0.411148,0.45,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,10, 
20260723-015129,server,CLI-20260723-015125,handle_request()RECEIVED_MOVE,move, ,1,11,6.64268,8.33714,0.075285,2.67397,1.7,109210678205266,140736868734232,140736868734240,140736868734368,140736868734368,131100148621440,3,140736868735336,n/a,11, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.1422,1.07209,0,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,2, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,3,5.33292,9.79196,4.67381,-0.575584,11.15,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,3, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,4,9.27563,7.23363,0.056069,-1.33886,4.7,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,4, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,5,9.29862,7.13631,6.66029,-1.79887,0.1,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,5, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,6,7.78376,0.60981,1.31769,0.097088,6.7,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,6, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,7,9.1274,0.740673,3.02699,-2.98812,1.35,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,7, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,8,6.11325,0.274425,2.95681,1.23373,3.05,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,8, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,9,7.10541,3.10561,1.64348,-0.47032,3,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,9, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,10,8.57626,2.35788,3.77551,2.18866,1.65,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,10, 
20260723-015146,server,CLI-20260723-015146,handle_request()RECEIVED_MOVE,move, ,1,11,6.37493,5.45532,3.74623,0.864952,3.8,106182588742482,140723731247656,140723731247664,140723731247792,140723731247792,132285018529920,3,140723731248760,n/a,11, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3.50736,1.21862,0,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,2, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,3,1.22453,3.33212,6.14361,0.267734,3.55,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,3, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,4,7.15542,4.95908,6.33115,2.54367,6.15,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,4, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,5,1.90709,8.53364,3.34705,-1.76293,6.35,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,5, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,6,1.26741,5.24528,5.07514,1.12558,3.35,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,6, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,7,3.46373,9.84813,2.07871,-0.240656,5.1,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,7, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,9,5.50321,9.34761,1.2745,-3.0198,2.1,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,9, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,10,4.21284,9.18968,3.03044,-3.01354,1.3,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,10, 
20260723-015200,server,CLI-20260723-015159,handle_request()RECEIVED_MOVE,move, ,1,11,1.18781,8.80019,0.433892,-1.18151,3.05,106386094234450,140724983811784,140724983811792,140724983811920,140724983811920,124896875765888,3,140724983812888,n/a,11, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,5.97998,1.35098,0,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,2, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,4,1.30832,5.85562,1.57343,1.71205,6,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,4, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,5,1.08307,7.43969,6.45425,-0.813227,1.6,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,5, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,6,5.54959,2.71738,1.62781,2.89521,6.5,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,6, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,7,3.94942,3.11981,4.08773,1.93647,1.65,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,7, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,8,2.48334,6.94872,3.22119,1.87134,4.1,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,8, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,9,1.52122,10.053,1.44115,-1.74926,3.25,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,9, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,10,1.26382,8.62608,8.74426,-0.168009,1.45,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,10, 
20260723-015215,server,CLI-20260723-015215,handle_request()RECEIVED_MOVE,move, ,1,11,9.89061,7.1629,3.80849,-2.38349,8.75,101170535988050,140733685267224,140733685267232,140733685267360,140733685267360,140483827982464,3,140733685268328,n/a,11, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,7.28877,1.41111,0,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,2, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,3,1.16077,7.20712,2.95206,-1.71227,7.3,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,3, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,4,0.737751,4.2371,7.06748,-0.374046,3,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,4, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,5,7.34683,1.64287,1.15753,0.813331,7.1,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,5, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,8,8.17133,2.51476,6.66868,2.26299,1.2,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,8, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,9,3.89519,7.67272,3.15643,-1.81568,6.7,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,9, 
20260723-015235,server,CLI-20260723-015234,handle_request()RECEIVED_MOVE,move, ,1,10,3.11936,4.5682,2.64851,-2.66995,3.2,98622667406162,140732381783880,140732381783888,140732381784016,140732381784016,130416072319104,3,140732381784984,n/a,10, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,6.83777,1.17737,0,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,2, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,3,2.62596,6.32668,1.11758,-2.09907,6.85,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,3, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,4,2.04631,5.33345,1.90909,1.1855,1.15,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,4, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,5,2.77919,7.14049,1.25261,-2.89114,1.95,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,5, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,6,1.51975,6.81829,2.76326,0.536142,1.3,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,6, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,7,3.92687,8.2486,1.41407,-0.955289,2.8,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,7, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,8,4.76406,7.0647,4.75203,-1.1104,1.45,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,8, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,9,6.8967,2.76448,5.4586,1.61128,4.8,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,9, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,10,6.6741,8.25998,3.0932,0.309256,5.5,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,10, 
20260723-015254,server,CLI-20260723-015250,handle_request()RECEIVED_MOVE,move, ,1,11,9.62703,9.20346,10.4888,-2.37865,3.1,102440448981842,140733456234392,140733456234400,140733456234528,140733456234528,134240629547136,3,140733456235496,n/a,11, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,10.1173,1.5708,0,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,2, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,3,3.18625e-06,10.15,5.48992,1.5708,10.15,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,3, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,4,4.91279e-06,15.65,14.8006,1.5708,5.5,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,4, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,5,9.57445e-06,30.5,17.2354,-1.5708,14.85,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,5, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,6,1.49895e-05,13.25,11.4285,0,17.25,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,6, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,7,11.45,13.25,1.3156,-2.35598,11.45,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,7, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,8,10.4956,12.2952,0.745098,-1.18903,1.35,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,8, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,10,10.775,11.5992,0.141471,0.366975,0.75,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,10, 
20260723-015320,server,CLI-20260723-015320,handle_request()RECEIVED_MOVE,move, ,1,11,10.9151,11.653,0.069603,-0.087538,0.15,103530067094354,140735529460536,140735529460544,140735529460672,140735529460672,134872539193472,3,140735529461640,n/a,11, 
20260723-015337,server,CLI-20260723-015336,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.3065,-1.5708,0,99501038881618,140726559289784,140726559289792,140726559289920,140726559289920,131465516540032,3,140726559290888,n/a,2, 
