timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,obstructed?,call_depth,response_time(ns)
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,3,1.26742,1.60238,2.02806,2.73642,2.05,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,9,2444579ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,4,1.26742,1.60238,7.03202,1.43933,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,11,71ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,4,2.19162,8.59154,7.03202,1.43933,7.05,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,12,5687277ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,5,2.19162,8.59154,1.52135,-0.611849,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,14,64ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,5,3.46043,7.70125,1.52135,-0.611849,1.55,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,15,10722261ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,6,3.46043,7.70125,3.76741,-1.94647,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,17,59ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,6,2.06619,4.16627,3.76741,-1.94647,3.8,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,18,2698305ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,7,2.06619,4.16627,0.806296,3.13708,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,20,44ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,7,1.2162,4.1701,0.806296,3.13708,0.85,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,21,19936047ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,8,1.2162,4.1701,2.53635,-0.090219,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,23,58ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,8,3.75583,3.94035,2.53635,-0.090219,2.55,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,24,10465496ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,9,3.75583,3.94035,0.926599,-0.760434,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,26,52ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,9,4.44414,3.28558,0.926599,-0.760434,0.95,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,27,10382252ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,10,4.44414,3.28558,4.48578,2.94499,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,29,42ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,10,0.0308322,4.16461,4.48578,2.94499,4.5,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,30,15767916ns
20260723-001634,client,CLI-20260723-001634,move_robot()BEFORE_SERVICE_CALL,move, ,1,11,0.0308322,4.16461,8.78346,0.017909,0,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,n/a,32,86ns
20260723-001634,client,CLI-20260723-001634,move_robot()AFTER_SERVICE_CALL,move, ,1,11,8.82942,4.3222,8.78346,0.017909,8.8,101523143993107,140736169476952,140736169476960,140736169477104,140736169477104,124241190707328,3,140736169478136,success,33,13202187ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,2,0,0,2.82808,0.597123,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,5,50ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,2,2.35683,1.60246,2.82808,0.597123,2.85,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,6,123379042ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,3,2.35683,1.60246,1.84231,2.45225,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,8,72ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,3,0.92925,2.77912,1.84231,2.45225,1.85,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,9,10234306ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,4,0.92925,2.77912,8.7759,0.143148,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,11,67ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,4,9.63924,4.03452,8.7759,0.143148,8.8,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,12,5477090ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,5,9.63924,4.03452,6.90137,3.13188,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,14,81ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,5,2.68957,4.10201,6.90137,3.13188,6.95,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,15,14177735ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,6,2.68957,4.10201,3.23666,-1.47529,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,17,83ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,6,2.9995,0.86682,3.23666,-1.47529,3.25,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,18,4857033ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,7,2.9995,0.86682,2.40831,2.09698,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,20,72ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,7,1.76901,2.98541,2.40831,2.09698,2.45,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,21,24397657ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,8,1.76901,2.98541,0.166955,1.99242,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,23,90ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,8,1.68716,3.16789,0.166955,1.99242,0.2,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,24,11964491ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,9,1.68716,3.16789,1.77566,-2.46907,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,26,133ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,9,0.279114,2.04656,1.77566,-2.46907,1.8,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,27,7306755ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,10,0.279114,2.04656,3.09378,0.843442,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,29,87ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,10,2.34029,4.36206,3.09378,0.843442,3.1,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,30,5048370ns
20260723-001650,client,CLI-20260723-001648,move_robot()BEFORE_SERVICE_CALL,move, ,1,11,2.34029,4.36206,1.42986,-0.480188,0,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,n/a,32,72ns
20260723-001650,client,CLI-20260723-001648,move_robot()AFTER_SERVICE_CALL,move, ,1,11,3.62631,3.69224,1.42986,-0.480188,1.45,97523476367123,140720838009320,140720838009328,140720838009472,140720838009472,138180586758272,3,140720838010504,success,33,4215540ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,2,0,0,11.5782,0.861509,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,5,45ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,2,7.555,8.80238,11.5782,0.861509,11.6,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,6,94760994ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,3,7.555,8.80238,0.194562,-2.66882,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,8,67ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,3,7.37694,8.71131,0.194562,-2.66882,0.2,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,9,4924079ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,4,7.37694,8.71131,8.75852,-2.21109,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,11,68ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,4,2.11953,1.65442,8.75852,-2.21109,8.8,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,12,10029595ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,6,2.11953,1.65442,6.12534,0.758139,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,16,60ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,6,6.58515,5.88299,6.12534,0.758139,6.15,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,17,5742204ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,7,6.58515,5.88299,0.420556,1.48638,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,19,44ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,7,6.62309,6.33139,0.420556,1.48638,0.45,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,20,10749726ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,8,6.62309,6.33139,3.37538,1.98917,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,22,52ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,8,5.24175,9.43814,3.37538,1.98917,3.4,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,23,4010394ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,9,5.24175,9.43814,0.403783,-1.92812,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,25,46ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,9,5.08436,9.01656,0.403783,-1.92812,0.45,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,26,3597404ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,10,5.08436,9.01656,1.67062,-0.411148,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,28,54ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,10,6.64268,8.33714,1.67062,-0.411148,1.7,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,29,2585942ns
20260723-001707,client,CLI-20260723-001704,move_robot()BEFORE_SERVICE_CALL,move, ,1,11,6.64268,8.33714,0.075285,2.67397,0,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,n/a,31,47ns
20260723-001707,client,CLI-20260723-001704,move_robot()AFTER_SERVICE_CALL,move, ,1,11,6.55342,8.38221,0.075285,2.67397,0.1,100964213675795,140724380237832,140724380237840,140724380237984,140724380237984,126563679592576,3,140724380239016,success,32,1657656ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,2,0,0,11.1422,1.07209,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,5,41ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,2,5.33292,9.79196,11.1422,1.07209,11.15,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,6,64203491ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,3,5.33292,9.79196,4.67381,-0.575584,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,8,63ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,3,9.27563,7.23363,4.67381,-0.575584,4.7,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,9,59388294ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,4,9.27563,7.23363,0.056069,-1.33886,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,11,45ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,4,9.29862,7.13631,0.056069,-1.33886,0.1,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,12,5443411ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,5,9.29862,7.13631,6.66029,-1.79887,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,14,70ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,5,7.78376,0.60981,6.66029,-1.79887,6.7,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,15,2875790ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,6,7.78376,0.60981,1.31769,0.097088,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,17,42ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,6,9.1274,0.740673,1.31769,0.097088,1.35,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,18,2101107ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,7,9.1274,0.740673,3.02699,-2.98812,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,20,77ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,7,6.11325,0.274425,3.02699,-2.98812,3.05,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,21,2532044ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,8,6.11325,0.274425,2.95681,1.23373,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,23,41ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,8,7.10541,3.10561,2.95681,1.23373,3,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,24,2047654ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,9,7.10541,3.10561,1.64348,-0.47032,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,26,69ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,9,8.57626,2.35788,1.64348,-0.47032,1.65,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,27,1227820ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,10,8.57626,2.35788,3.77551,2.18866,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,29,71ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,10,6.37493,5.45532,3.77551,2.18866,3.8,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,30,1482307ns
20260723-001724,client,CLI-20260723-001721,move_robot()BEFORE_SERVICE_CALL,move, ,1,11,6.37493,5.45532,3.74623,0.864952,0,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,n/a,32,69ns
20260723-001724,client,CLI-20260723-001721,move_robot()AFTER_SERVICE_CALL,move, ,1,11,8.80747,8.30931,3.74623,0.864952,3.75,106838954096403,140732359209512,140732359209520,140732359209664,140732359209664,127833777758336,3,140732359210696,success,33,2795535ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,2,0,0,3.50736,1.21862,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,5,44ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,2,1.22453,3.33212,3.50736,1.21862,3.55,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,6,71904337ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,3,1.22453,3.33212,6.14361,0.267734,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,8,58ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,3,7.15542,4.95908,6.14361,0.267734,6.15,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,9,11150327ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,4,7.15542,4.95908,6.33115,2.54367,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,11,45ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,4,1.90709,8.53364,6.33115,2.54367,6.35,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,12,6538102ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,5,1.90709,8.53364,3.34705,-1.76293,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,14,60ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,5,1.26741,5.24528,3.34705,-1.76293,3.35,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,15,17891607ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,6,1.26741,5.24528,5.07514,1.12558,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,17,78ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,6,3.46373,9.84813,5.07514,1.12558,5.1,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,18,9695435ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,7,3.46373,9.84813,2.07871,-0.240656,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,20,43ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,7,5.50321,9.34761,2.07871,-0.240656,2.1,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,21,11591211ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,9,5.50321,9.34761,1.2745,-3.0198,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,25,59ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,9,4.21284,9.18968,1.2745,-3.0198,1.3,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,26,6388315ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,10,4.21284,9.18968,3.03044,-3.01354,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,28,64ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,10,1.18781,8.80019,3.03044,-3.01354,3.05,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,29,31632624ns
20260723-001750,client,CLI-20260723-001750,move_robot()BEFORE_SERVICE_CALL,move, ,1,11,1.18781,8.80019,0.433892,-1.18151,0,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,n/a,31,118ns
20260723-001750,client,CLI-20260723-001750,move_robot()AFTER_SERVICE_CALL,move, ,1,11,1.3586,8.38386,0.433892,-1.18151,0.45,107460043609875,140733967967400,140733967967408,140733967967552,140733967967552,137915890524288,3,140733967968584,success,32,6780493ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,2,0,0,5.97998,1.35098,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,5,47ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,2,1.30832,5.85562,5.97998,1.35098,6,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,6,69688286ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,4,1.30832,5.85562,1.57343,1.71205,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,10,40ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,4,1.08307,7.43969,1.57343,1.71205,1.6,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,11,1917324ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,5,1.08307,7.43969,6.45425,-0.813227,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,13,62ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,5,5.54959,2.71738,6.45425,-0.813227,6.5,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,14,1796678ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,6,5.54959,2.71738,1.62781,2.89521,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,16,56ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,6,3.94942,3.11981,1.62781,2.89521,1.65,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,17,5722904ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,7,3.94942,3.11981,4.08773,1.93647,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,19,62ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,7,2.48334,6.94872,4.08773,1.93647,4.1,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,20,5735827ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,8,2.48334,6.94872,3.22119,1.87134,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,22,61ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,8,1.52122,10.053,3.22119,1.87134,3.25,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,23,3726112ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,9,1.52122,10.053,1.44115,-1.74926,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,25,66ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,9,1.26382,8.62608,1.44115,-1.74926,1.45,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,26,8287447ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,10,1.26382,8.62608,8.74426,-0.168009,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,28,81ns
20260723-001846,client,CLI-20260723-001845,move_robot()AFTER_SERVICE_CALL,move, ,1,10,9.89061,7.1629,8.74426,-0.168009,8.75,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,success,29,5775148ns
20260723-001846,client,CLI-20260723-001845,move_robot()BEFORE_SERVICE_CALL,move, ,1,11,9.89061,7.1629,3.80849,-2.38349,0,104738867992339,140721304533816,140721304533824,140721304533968,140721304533968,124782107025536,3,140721304535000,n/a,31,47ns
